dir,Entry,updated,nSub,SPSDD,year1,author1,doi1,Ref1,Title
1/113,11382,19820324,3,,1965,S.R.Salisbury+,,"Jour: Nuclear Physics, Vol.64, p.343 (1965)","The Total Neutron Cross Section of O18 From 2.45 To 19.0 Mev."
1/113,11383,19860120,8,,1966,W.J.Mac donald+,,"Jour: Nuclear Physics, Vol.75, p.353 (1966)","Scattered Neutrons and Gamma Rays From The O-16 (N,N'Gamma)O-16 Reaction At E(N)=14.1 Mev"
1/113,11384,19820324,10,,1950,R.L.Henkel+,,"Jour: Physical Review, Vol.80, p.145 (1950)","Capture Cross Sections for Fast Neutrons."
1/113,11385,19820324,2,,1951,C.H.Johnson+,,"Jour: Physical Review, Vol.82, p.117 (1951)","Disintegration of Neon By Fast Neutrons."
1/113,11386,19820324,10,,1952,C.T.Hibdon+,,"Jour: Physical Review, Vol.85, p.595 (1952)","Neutron Transmission Cross Sections In The Kilovolt Region."
1/113,11387,19820324,3,,1952,P.H.Stelson+,,"Jour: Physical Review, Vol.88, p.1354 (1952)","Total Neutron Cross Section of Sodium."
1/113,11388,19860120,5,,1953,J.P.Conner,,"Jour: Physical Review, Vol.89, p.712 (1953)","A Cloud Chamber Study of The Scattering of Fast Neutrons In Oxygen."
1/113,11389,19820324,2,,1953,R.K.Adair,,"Jour: Physical Review, Vol.92, p.1491 (1953)","Spin-Orbit Coupling Energy In O17."
1/113,11390,19960423,2,,1954,H.C.Martin,,"Jour: Physical Review, Vol.93, p.498 (1954)","Cross sections for the O16(n,p)N16 reaction from 12 to 18 MeV."
1/113,11391,19820324,2,,1955,R.J.Prestwood,,"Jour: Physical Review, Vol.98, p.47 (1955)","(N,2N) Cross Sections of Na-23 At 14.1 Mev."
1/113,11392,19820324,4,,1955,A.Okazaki,,"Jour: Physical Review, Vol.99, p.55 (1955)","Scattering of Polarized Neutrons By Heavy Nuclei."
1/113,11393,19820324,3,,1955,N.A.Bostrom+,,"Jour: Physical Review, Vol.99, p.643(PA4) (1955)","Excitation Curve for F-19(N,Alpha)N-16."
1/113,11394,19860212,6,,1958,A.L.Toller+,,"Priv.Comm: Newson (1958)","Neutron Resonances In The Kilovolt Region, Potassium, Aluminum and Sodium."
1/113,11395,19820324,6,,1955,J.B.Marion+,,"Jour: Physical Review, Vol.100, p.69 (1955)","Neutron-Induced Reactions In Fluorine."
1/113,11396,19930219,31,,1956,L.Cranberg+,,"Jour: Physical Review, Vol.103, p.343 (1956)","Neutron Scattering At 2.45 Mev By A Time-Of-Flight Method."
1/113,11397,19820324,6,,1956,I.L.Morgan,,"Jour: Physical Review, Vol.103, p.1031 (1956)","Inelastic Scattering of Neutrons."
1/113,11398,19820324,2,,1957,F.L.Ribe,,"Jour: Physical Review, Vol.106, p.767 (1957)","F19(N,D) O18 Reactions and Energy Levels of O18."
1/113,11399,19870505,52,,1957,R.L.Macklin+,,"Jour: Physical Review, Vol.107, p.504 (1957)","Neutron Activation Cross Sections With Sb-Be Neutrons."
1/114,11400,19820324,4,,1957,R.B.Walton+,,"Jour: Physical Review, Vol.107, p.1065 (1957)","Interaction of Neutrons With Oxygen and A Study of The C13(Alpha,N) Reaction."
1/114,11401,19820813,4,,1958,J.L.Fowler+,,"Jour: Physical Review, Vol.109, p.89 (1958)","Oxygen Differential Neutron Scattering and Phenomenological Nuclear Potentials."
1/114,11402,19820813,27,,1958,W.M.Good+,,"Jour: Physical Review, Vol.109, p.926 (1958)","Neutron Total Cross Sections In The Kev Region By Fast Time-Of-Flight Measurements."
1/114,11403,19820813,2,,1958,R.C.Block,,"Jour: Physical Review, Vol.109, p.1217 (1958)","Angular Distribution of Neutrons Scattered By The 2.80- Kev Resonance In Sodium."
1/114,11404,19820813,28,,1958,R.C.Block+,,"Jour: Physical Review, Vol.109, p.1620 (1958)","Neutron Resonance Scattering In The Kev Region-Differential Scattering Cross Sections."
1/114,11405,19820813,4,,1959,S.J.Bame jr+,,"Jour: Physical Review, Vol.113, p.256 (1959)","(N,Gamma) Cross Sections of Na-23, I-127 and Au-197."
1/114,11406,19820813,4,,1959,H.O.Cohn+,,"Jour: Physical Review, Vol.114, p.194 (1959)","Differential Elastic Scattering of Neutrons From Neon."
1/114,11407,20091005,34,,1959,W.S.Lyon+,,"Jour: Physical Review, Vol.114, p.1619 (1959)","Neutron activation at 195 keV."
1/114,11408,19820813,3,,1959,E.N.Shipley+,,"Jour: Physical Review, Vol.115, p.122 (1959)","Angular Distributions of Neutrons Inelastic Scattered From Sodium."
1/114,11409,20110914,3,,1960,D.M.Smith+,,"Jour: Physical Review, Vol.117, p.514 (1960)","Excitation study of F-19(n,alpha)N-16 with a BaF2 crystal."
1/114,11410,19820813,5,,1960,C.T.Hibdon,,"Jour: Physical Review, Vol.118, p.514 (1960)","Nuclear Energy Levels of Na24."
1/114,11411,19860917,3,,1960,J.A.De juren+,,"Jour: Physical Review, Vol.120, p.901 (1960)","Measurement of The O16(N,P)N16 Cross Section At 14.7 Mev."
1/114,11412,19820813,4,,1961,C.F.Williamson,,"Jour: Physical Review, Vol.122, p.1877 (1961)","Absolute Cross Sections of The Reactions Na23(N,P)Ne23 and Na23(N,Alpha)F20."
1/114,11413,19820813,5,,1961,C.T.Hibdon,,"Jour: Physical Review, Vol.122, p.1235 (1961)","Nuclear Energy Levels of Na23 In The Region From 350 To 630 Kev."
1/114,11414,19820813,4,,1961,C.T.Hibdon,,"Jour: Physical Review, Vol.124, p.500 (1961)","Nuclear Energy Levels of Na24 In The Region From 630 To 860 Kev."
1/114,11415,19820813,2,,1962,J.A.De juren+,,"Jour: Physical Review, Vol.127, p.1229 (1962)","Measurement of The O16(N,P)N16 Cross Section From 11 To 19 Mev."
1/114,11416,19820813,2,,1963,S.S.Glickstein+,,"Jour: Physical Review, Vol.129, p.1281 (1963)","Properties of F20."
1/114,11417,19820813,11,,1966,V.E.Krohn+,,"Jour: Physical Review, Vol.148, p.1303 (1966)","Measurement of The Electron-Neutron Interaction By The Asymmetrical Scattering of Thermal Neutrons By Noble Gases."
1/114,11418,19860120,5,,1967,P.L.Beach+,,"Jour: Physical Review, Vol.156, p.1201 (1967)","Elastic Scattering of Neutrons From O and Ar At 14.0Mev."
1/114,11419,19820813,4,,1967,C.H.Johnson+,,"Jour: Physical Review, Vol.162, p.890 (1967)","Scattering of Neutrons From O16 In The 2.2- To 4.2-Mev Energy Range"
1/114,11420,19860612,5,,1967,H.O.Menlove+,,"Jour: Physical Review, Vol.163, p.1299 (1967)","Neutron Radiative Capture Cross Sections for Na23, Mn55, In115, and Ho165 In The Energy Region 1.0 To 19.4 Mev."
1/114,11421,19820813,8,,1967,H.O.Menlove+,,"Jour: Physical Review, Vol.163, p.1308 (1967)","Activation Cross Sections for The F19(N,2N)F18, Na23(N,2N)Na22, Mn55(N,2N)Mn54, In115(N,2N)In114M, Ho165(N,2N)Ho164M, In115(N,N )In115M, and Al27(N, Alpha)Na24 Reactions."
1/114,11422,20090507,6,,1956,E.J.Seppi,,"Thesis: Seppi (1956)","No title, private communication"
1/114,11423,19860402,6,,1966,W.E.Thompson+,,"Rept: Naval Radiological Def. Lab. Reports, No.1043 (1966)","Gamma Rays Resulting From Interactions of 14.7 Mev Neutrons With Sodium, Sulpher, Chlorine, Potassium and Lead."
1/114,11424,19820813,3,,1954,R.E.Wood,,"Jour: Physical Review, Vol.95, p.453 (1954)","Europium Activation Studies With Monochromatic Neutrons."
1/114,11425,19820813,6,,1968,J.F.Whalen+,,"Prog: Argonne National Laboratory report series, No.7310, p.10 (1968)","Fast Neutron Cross Sections."
1/114,11426,19820813,14,,1955,W.A.Brooksbank+,,"Conf: Nuclear Sci.and Engineering Congress, Cleveland 1955, p.(203) (1955)","Slow Neutron Activation Cross Sections of Several Elements."
1/114,11427,19820813,2,,1964,E.Bilpuch,,"Priv.Comm: Bilpuch (1964)",""
1/114,11428,19820813,2,,1955,H.Palevsky,,"Priv.Comm: Palevsky (1955)",""
1/114,11429,20091005,32,,1958,R.Booth+,,"Jour: Physical Review, Vol.112, p.226 (1958)","Neutron activation cross sections at 25keV."
1/114,11430,19820813,4,,1960,R.O.Lane+,,"Jour: Physical Review, Vol.118, p.533 (1960)","Differential Cross Sections for Neutron Resonance Scattering From Na23."
1/114,11431,19820813,6,,1968,R.C.Block+,,"Prog: Rensselaer Polytechnic Inst. Reports, No.328-142, p.18 (1968)","Neutron Radiative Capture Measurements In Fluorine, Magnesium and Sulfur."
1/114,11432,19820813,5,,1948,W.B.Jones jr,,"Jour: Physical Review, Vol.74, p.364 (1948)","The Slow Neutron Cross-Section of H."
1/114,11433,19820813,3,,1968,D.R.Maxson+,,"Jour: Nuclear Physics, Section A, Vol.110, p.555 (1968)","O16(N,Alpha)C12 Reaction At 14.1 Mev."
1/114,11434,20090507,8,,1951,C.T.Hibdon+,,"Rept: Argonne National Laboratory report series, No.4680, p.5 (1951)","No title"
1/114,11435,19820813,5,,1962,R.B.Roof jr+,,"Jour: Acta Crystallographica, Vol.15, p.351 (1962)","Neutron Coherent Scattering Amplitudes for Thorium, Uranium and Plutonium."
1/114,11436,20061127,5,,1964,A.Stolovy,,"Jour: Physical Review, Vol.134, p.B68 (1964)","Spin States of Neutron Resonances in Gadolinium and Europium"
1/114,11437,19820813,2,,1947,A.N.May+,,"Jour: Canadian Journal of Research, Part A, Vol.25, p.77 (1947)","Evidence for An (N,Alpha) Reaction Induced In O-17 By Thermal Neutrons."
1/114,11438,19820813,5,,1957,R.L.Zimmerman,,"Jour: Bulletin of the American Physical Society Ser.II, Vol.2, p.42(NA9) (1957)","Resonance Parameters of Dysprosium"
1/114,11439,19820813,2,,1968,S.J.Friesenhahn+,,"Conf: Nuclear Cross-Sections Techn. Conf., Washington 1968, Vol.2, p.695(E-5) (1968)","Radiation Width of The 2.85 Kev Level In Na-23."
1/114,11440,20061127,3,,1965,F.J.Shore+,,"Jour: Physical Review, Vol.138, p.B1361 (1965)","Spins of Neutron Resonances and the Hyperfine Coupling Constant in Gadolinium Metal."
1/114,11441,19840718,9,,1964,A.J.Elwyn+,,"Jour: Nuclear Physics, Vol.59, p.113 (1964)","Neutron Scattering From Nuclei Near A=20 At Energies Below 2.2Mev."
1/114,11442,19820813,5,,1970,R.L.Clarke+,,"Jour: Nuclear Physics, Section A, Vol.147, p.174 (1970)","Elastic and Inelastic Scattering of 14.1Mev Neutrons From Flourine."
1/114,11443,19860402,6,,1955,E.G.Joki+,,"Rept: Philips Petroleum Co., Idaho Falls Reports, No.16276 (1955)","Total Neutron Cross Sections of Na, K and Rb In The 0.03- To 10-Ev Region."
1/114,11444,19820813,3,,1960,G.A.Bartholomew,,"Conf: Nuclear Structure Conf., Kingston 1960, p.573 (1960)","Anomalous Intensities of Primary Neutron Capture Gamma-Rays."
1/114,11445,19820813,3,,1968,F.J.Vaughn+,,"Priv.Comm: Vaughn (1968)","The O-18(N,Gamma)O-19 Cross Section From 0.2 Mev To 1.0 Mev."
1/114,11446,19820813,7,,1958,G.G.Slaughter+,,"Prog: Oak Ridge National Lab. Reports, No.2501, p.26 (1958)","Fast-Chopper Total and Scattering Neutron Cross-Section Measurements."
1/114,11447,20080417,133,,1947,L.Seren+,,"Jour: Physical Review, Vol.72, p.888 (1947)","Thermal Neutron Activation Cross Sections"
1/114,11448,20090507,2,,1953,H.Reese jr+,,"Rept: Oak Ridge National Lab. Central File Memo, No.53-8-22 (1953)","No title"
1/114,11449,19820813,3,,1946,E.R.Graves+,,"Jour: Physical Review, Vol.70, p.101(A6) (1946)","Disintegration of Neon and Argon By D-D Neutrons."
1/114,11450,20071108,40,,1949,D.J.Hughes+,,"Jour: Physical Review, Vol.75, p.1781 (1949)","Capture Cross Sections for Fast Neutrons"
1/114,11451,19991005,6,,1959,R.J.Bell+,,"Jour: Nuclear Physics, Vol.14, p.270 (1959)","The Disintegration of Ne-20 By Fast Neutrons."
1/114,11452,19820813,15,,1959,H.W.Newson+,,"Jour: Annals of Physics (New York), Vol.8, p.211 (1959)","S- and P-Wave Neutron Spectroscopy.Part Ii. Even-Even Nuclei."
1/114,11453,19820813,4,,1959,O.M.Hudson jr+,,"Jour: Bulletin of the American Physical Society Ser.II, Vol.4, p.97(G2) (1959)","Fast Neutron Activation of Al."
1/114,11454,19820813,4,,1961,F.Feiner,,"Prog: Knolls Atomic Power Lab. report series, No.2000-16, p.I.3 (1961)","Resonance Integrals of Manganese, Hafnium, and Niobium."
1/114,11455,19930223,3,,1971,A.Mittler,,"Jour: Dissertation Abstracts B (Sciences), Vol.32, p.1142 (1971)","Inelastic Scattering of 8.0-9.0 Mev Neutrons By Magnesium-24, Aluminum-27, Silicon-28, Phosphorus-31, and Sulfur-32."
1/114,11456,19820813,2,,1956,N.A.Bostrom+,,"Priv.Comm: Bostrum (1956)",""
1/114,11457,19820813,7,,1963,J.P.Butler+,,"Jour: Canadian Journal of Physics, Vol.41, p.372 (1963)","Excitation Curves for The Reactions Al27(N,A)Na24 and Mg24(N,P)Na24."
1/114,11458,19820928,13,,1966,R.C.Block+,,"Prog: Rensselaer Polytechnic Inst. Reports, No.328-56, p.14 (1966)","The Parameters of The Neutron Resonances In 182-W, 183-W, 184-W, and 186-W"
1/114,11459,19820813,2,,1951,C.Heindl+,,"Rept: Columbia Univ. report series, No.97, p.11 (1951)","Neutron Mirrors."
1/114,11460,19820813,9,,1969,C.T.Hibdon,,"Priv.Comm: Hibdon (1969)",""
1/114,11461,19820813,43,,1957,H.A.Bethe+,,"Jour: Journal of Nuclear Energy, Vol.4, p.147 (1957)","Inelastic Cross Sections for Fission Spectrum Neutrons."
1/114,11462,19820813,19,,1961,B.P.Bayhurst+,,"Jour: Journal of Inorganic and Nuclear Chemistry, Vol.23, p.173 (1961)","(N,P) and (N,Alpha) Excitation Functions of Several Nuclei From 7.0 To 19.8 Mev."
1/114,11463,19870204,4,,1958,M.J.Nurmia+,,"Jour: Nuclear Physics, Vol.8, p.139 (1958)","Cross Sections for (N,P) and (N,Alpha) Reactions of Magnesium With 14.8 Mev Neutrons, A New Isotope of Na26."
1/114,11464,19820813,6,,1959,B.D.Kern+,,"Jour: Nuclear Physics, Vol.10, p.226 (1959)","Cross Sections for Some (N,P) and (N,Alpha) Reactions."
1/114,11465,19860210,10,,1960,W.G.Cross+,,"Jour: Nuclear Physics, Vol.15, p.155 (1960)","Scattering of 14.6Mev Neutrons By Mg, Ca, Cd, Ta and Bi."
1/114,11466,19820813,11,,1965,S.C.Mathur+,,"Jour: Nuclear Physics, Vol.73, p.561 (1965)","Angular Distributions of Gamma Rays Produced By Neutron Bombardment of Al, Mg, and Si."
1/114,11467,19830805,5,,1966,J.C.Albergotti+,,"Jour: Nuclear Physics, Vol.82, p.652 (1966)","Total Neutron Cross Sections of Cu, Fe, Mg and Al Near 14 Mev."
1/114,11468,19820813,3,,1958,R.J.Brown+,,"Jour: Nuclear Science and Engineering, Vol.4, p.576 (1958)","Total Neutron Cross Sections for Structural Materials."
1/114,11469,19820813,8,,1960,R.L.Caldwell+,,"Jour: Nuclear Science and Engineering, Vol.8, p.173 (1960)","Gamma Radiation From Inelastic Scattering of 14-Mev Neutrons By The Common Earth Elements."
1/114,11470,19820813,3,,1962,G.Brunhart+,,"Jour: Bulletin of the American Physical Society Ser.II, Vol.7, p.305(K16) (1962)","Spin Assignments for Low Energy Neutron Resonances In Erbium and Dysprosium."
1/114,11471,19821124,3,,1967,I.Bergqvist+,,"Jour: Physical Review, Vol.158, p.1049 (1967)","Gamma Rays From Kev Resonance Neutron Capture In Some (2S-1D) Shell Nuclei."
1/114,11472,19821124,7,,1950,A.Bratenahl+,,"Jour: Physical Review, Vol.77, p.597 (1950)","Elastic Scattering of 84-Mev Neutrons."
1/114,11473,19821124,5,,1951,R.E.Fields+,,"Jour: Physical Review, Vol.83, p.479 (1951)","Total Neutron Cross Sections of Magnesium and Silicon."
1/114,11474,19860325,10,,1952,S.G.Forbes,,"Jour: Physical Review, Vol.88, p.1309 (1952)","Activation Cross Sections for 14.Mev Neutrons."
1/114,11475,19821124,10,,1953,W.D.Whitehead+,,"Jour: Physical Review, Vol.92, p.114 (1953)","Angular Distribution of Neutrons Scattered From Aluminum, Iron and Lead."
1/114,11476,19821124,2,,1954,R.H.Rohrer+,,"Jour: Physical Review, Vol.95, p.302(22) (1954)","Activation of Al and Se80 By P-Neutron Capture In The Kilovolt Region."
1/114,11477,19821124,10,,1954,R.M.Kiehn+,,"Jour: Physical Review, Vol.95, p.989 (1954)","Neutron Inelastic Scattering"
1/114,11478,19821124,6,,1955,M.A.Rothman+,,"Jour: Physical Review, Vol.100, p.83 (1955)","Gamma Rays By Inelastic Scattering of Neutrons In Various Elements."
1/114,11479,19821124,8,,1956,J.B.Weddell,,"Jour: Physical Review, Vol.104, p.1069 (1956)","Scattering of 4.4-Mev Neutrons By Aluminum, Calcium, Chromium, and Bismuth."
1/114,11480,19860129,3,,1957,R.K.Haling+,,"Jour: Physical Review, Vol.106, p.971 (1957)","Study of Al27(N,P)Mg27 At 14 Mev."
1/114,11481,20110727,5,,1958,J.A.Grundl+,10.1103/PhysRev.109.425,"Jour: Physical Review, Vol.109, p.425 (1958)","P-31(n,p)Si-31 and Al-27(n,alpha)Na-24 cross sections."
1/114,11482,19821124,8,,1958,J.L.Weil+,,"Jour: Physical Review, Vol.110, p.466 (1958)","Total Neutron Cross Sections of Mg, Al, Fe, Cu, Zn, Mo, and Pb From 4 To 8 Mev."
1/114,11483,19841121,6,,1959,C.T.Hibdon,,"Jour: Physical Review, Vol.114, p.179 (1959)","Distribution of The Angular Momenta, Level Spacings and Neutron Widths of Al28."
1/114,11484,19860325,16,,1959,A.Poularikas+,,"Jour: Physical Review, Vol.115, p.989 (1959)","Absolute Activation Cross Sections for Reactions of Bismuth, Copper, Titanium and Aluminum With 14.8 Mev Neutrons."
1/114,11485,19821124,2,,1959,O.E.Overseth jr+,,"Jour: Physical Review, Vol.115, p.993 (1959)","Angular Distributions of Proton Groups From The Al27(N,P) Mg27 Reaction At 14 Mev."
1/114,11486,19860325,15,,1959,C.St pierre+,,"Jour: Physical Review, Vol.115, p.999 (1959)","Elastic Scattering of 14Mev Neutrons By Al, S, Ti and Co."
1/114,11487,19821124,4,,1959,J.D.Anderson+,,"Jour: Physical Review, Vol.115, p.1010 (1959)","Back-Angle Elastic Scattering of 14.6-Mev Neutrons From Aluminum, Copper and Zirconium."
1/114,11488,19840730,8,,1960,I.Kumabe+,,"Jour: Physical Review, Vol.117, p.1568 (1960)","(N,He3) Reactions On Medium Weight Nuclei Induced By 14.8-Mev Neutrons"
1/114,11489,19821124,9,,1961,J.W.Boring+,,"Jour: Physical Review, Vol.124, p.1531 (1961)","Differential Cross Sections for (N,N'Gamma) Reactions In Several Nuclei."
1/114,11490,19821124,5,,1962,T.P.Stuart+,,"Jour: Physical Review, Vol.125, p.276 (1962)","Elastic Scattering of 24-Mev Neutrons By Al, Fe, Sn, Bi."
1/114,11491,19860429,20,,1962,E.T.Bramlitt+,,"Jour: Physical Review, Vol.125, p.297 (1962)","Some Cross Section Limits for The Occurrence of The (N,He3) Reaction At 14.5 Mev."
1/114,11492,19860129,26,,1962,F.L.Hassler+,,"Jour: Physical Review, Vol.125, p.1011 (1962)","Neutron-Induced Reactions In Third and Fourth Shell Nuclei."
1/114,11493,19821124,8,,1962,D.B.Thomson+,,"Jour: Physical Review, Vol.125, p.2049 (1962)","Scattering of Fast Neutrons By Magnesium."
1/114,11494,19821124,11,,1962,F.Gabbard+,,"Jour: Physical Review, Vol.128, p.1276 (1962)","Cross Sections for Charged Particle Reactions Induced In Medium Weight Nuclei By Neutrons In The Energy Range 12-18 Mev."
1/114,11495,19840719,61,,1963,D.B.Thomson,,"Jour: Physical Review, Vol.129, p.1649 (1963)","Nuclear Level Densities and Reaction Mechanisms From Inelastic Neutron Scattering."
1/114,11496,20061127,6,,1964,D.J.Bredin,,"Jour: Physical Review, Vol.135, p.B412 (1964)","Scattering and Polarization of Neutrons from Al, Si, Fe, and Co at 2 MeV."
1/114,11497,19821124,32,,1967,A.D.Carlson+,,"Jour: Physical Review, Vol.158, p.1142 (1967)","Fluctuations In Neutron Total Cross Sections."
1/114,11498,20071207,2,,1954,P.Okhuysen+,,"Jour: Revista Mexicana de Fisica, Vol.4, p.1 (1954)","Magnesium fast neutron angular distributions"
1/114,11499,19821124,3,,1957,L.Cranberg+,,"Jour: Review of Scientific Instruments, Vol.28, p.89 (1957)","Measurement of Fast Neutron Total Cross Sections."
1/115,11500,19821124,7,,1955,V.E.Scherrer+,,"Priv.Comm: Scherrer (1955)","Gamma-Rays From The Interaction of 2.5-Mev Neutrons With Various Elements."
1/115,11501,19821124,3,,1962,R.Sher+,,"Priv.Comm: Sher (1962)",""
1/115,11502,19821124,2,,1965,A.B.Smith+,,"Priv.Comm: Cox (1965)",""
1/115,11503,19821224,9,,1952,W.P.Ball,,"Rept: U.C., Lawrence Rad.Lab. (Berkeley and Livermore), No.1938 (1952)","Nuclear Scattering of 300Mev Neutrons."
1/115,11504,19860505,20,,1960,H.A.Tewes+,,"Rept: U.C., Lawrence Rad.Lab. (Berkeley and Livermore), No.6028-T (1960)","Excitation Functions of Neutron-Induced Reactions"
1/115,11505,19821124,6,,1969,T.C.Minor+,,"Jour: American Journal of Physics, Vol.37, p.649 (1969)","Undergraduate Experiment To Find Nuclear Sizes By Measuring Total Cross Sections for Fast Neutrons."
1/115,11506,20071207,3,,1965,A.J.Elwyn,,"Conf: Nuclear Structure Study with Neutrons, Antwerp 1965, p.288(103) (1965)","Neutron scattering from nuclei near A=20"
1/115,11507,19860715,103,,1952,H.Pomerance,,"Jour: Physical Review, Vol.88, p.412 (1952)","Thermal Neutron Capture Cross Sections."
1/115,11508,19821124,27,,1963,M.H.Mueller+,,"Conf: Nucl.Physics with Reactor Neutrons Conf.,Argonne 1963, p.393 (1963)","Coherent Nuclear Scattering Amplitudes and Cross Sections As Determined By Neutron-Diffraction Techniques."
1/115,11509,19860210,3,,1946,R.N.Little+,,"Jour: Physical Review, Vol.69, p.414 (1946)","The Scattering of Neutrons By Magnesium."
1/115,11510,20110806,4,,1947,L.W.Seagondollar+,,"Jour: Physical Review, Vol.72, p.439 (1947)","Total Cross Section of Aluminum for Fast Neutrons."
1/115,11511,19821124,37,,1966,R.L.Becker+,,"Jour: Nuclear Physics, Vol.89, p.154 (1966)","Elastic Scattering of 3.2 Mev Neutrons From Many Elements."
